DateTime,Value,Type
1969-11-24 3:00:00,150,Lower Low
2006-01-03 7:59:00,14936,Higher Low
2006-01-10 2:00:00,15673,Higher High
2006-01-10 2:29:00,15498,Lower Low
2006-01-12 2:09:00,15792,Higher High
2006-01-12 7:42:00,15651,Lower Low
2006-01-13 2:15:00,15678,Higher High
2006-01-13 7:59:00,15778,Higher Low
2006-01-16 3:20:00,15818,Higher High
2006-01-19 2:00:00,15460,Higher Low
2006-01-20 2:14:00,15790,Higher High
2006-01-23 6:40:00,15410,Lower Low
2006-01-24 2:03:00,15555,Higher High
2006-01-24 3:06:00,15463,Lower Low
2006-01-25 3:05:00,15573,Higher High
2006-01-25 6:48:00,15485,Lower Low
2006-01-26 2:04:00,15567,Higher High
2006-01-26 3:33:00,15467,Lower Low
2006-02-01 2:01:00,15810,Higher High
2006-02-01 6:30:00,15652,Lower Low
2006-02-02 2:00:00,15782,Higher High
2006-02-06 2:01:00,15399,Lower Low
2006-02-06 7:58:00,15601,Higher High
2006-02-08 6:32:00,15324,Lower Low
2006-02-09 2:13:00,15468,Higher High
2006-02-10 2:22:00,15355,Lower Low
2006-02-10 7:01:00,15443,Higher High
2006-02-14 2:05:00,10721,Lower Low
2006-02-15 2:17:00,15517,Higher High
2006-02-15 6:30:00,15312,Lower Low
2006-02-16 2:28:00,15495,Higher High
2006-02-17 6:31:00,15438,Lower Low
2006-02-20 3:32:00,15630,Higher High
2006-02-21 4:29:00,15568,Lower Low
2006-02-21 7:42:00,15663,Higher High
2006-02-23 2:32:00,15610,Higher Low
2006-02-23 7:13:00,15852,Higher High
2006-02-24 3:33:00,15778,Lower Low
2006-02-27 2:00:00,15947,Higher High
2006-03-01 2:01:00,15769,Lower Low
2006-03-02 3:57:00,15925,Higher High
2006-03-02 7:37:00,15836,Lower Low
2006-03-03 2:00:00,15908,Higher High
2006-03-08 3:55:00,15341,Lower Low
2006-03-10 2:08:00,15521,Lower High
2006-03-10 2:44:00,15397,Lower Low
2006-03-14 2:00:00,15573,Higher High
2006-03-14 3:30:00,15462,Lower Low
2006-03-20 4:25:00,15973,Higher High
2006-03-22 7:55:00,15612,Lower Low
2006-03-27 7:30:00,15852,Higher High
2006-03-28 2:00:00,15774,Lower Low
2006-03-28 6:54:00,15923,Higher High
2006-03-30 2:00:00,15766,Higher Low
2006-03-31 2:04:00,15965,Higher High
2006-03-31 7:37:00,15737,Lower Low
2006-04-03 7:58:00,16080,Higher High
2006-04-04 7:52:00,16104,Higher Low
2006-04-06 7:59:00,16427,Higher High
2006-04-07 2:15:00,16322,Lower Low
2006-04-07 7:33:00,16539,Higher High
2006-04-10 2:39:00,16375,Lower Low
2006-04-10 7:59:00,16532,Higher High
2006-04-11 3:06:00,16382,Lower Low
2006-04-12 2:00:00,16442,Higher High
2006-04-12 7:22:00,16261,Lower Low
2006-04-13 2:00:00,16360,Higher High
2006-04-13 7:55:00,16436,Higher Low
2006-04-19 2:01:00,16902,Higher High
2006-04-20 2:26:00,16752,Lower Low
2006-04-20 7:52:00,16956,Higher High
2006-04-21 2:21:00,16808,Lower Low
2006-04-24 2:00:00,16944,Lower High
2006-04-24 7:39:00,16681,Lower Low
2006-04-25 2:03:00,16749,Higher High
2006-04-27 2:00:00,16690,Lower Low
2006-05-03 7:17:00,17102,Higher High
2006-05-04 2:00:00,16969,Lower Low
2006-05-09 2:00:00,17339,Higher High
2006-05-09 7:59:00,17121,Lower Low
2006-05-10 2:06:00,17240,Higher High
2006-05-11 2:11:00,17004,Lower Low
2006-05-12 2:00:00,17073,Lower High
2006-05-16 6:40:00,16242,Lower Low
2006-05-18 2:00:00,16504,Lower High
2006-05-19 2:03:00,16156,Lower Low
2006-05-19 6:35:00,16362,Higher High
2006-05-23 6:59:00,15691,Lower Low
2006-05-24 2:00:00,15930,Higher High
2006-05-25 6:48:00,15627,Lower Low
2006-05-29 4:13:00,16006,Higher High
2006-05-29 7:35:00,15919,Lower Low
2006-05-30 2:00:00,15979,Higher High
2006-05-30 7:59:00,15838,Lower Low
2006-06-01 2:45:00,15923,Higher High
2006-06-01 7:57:00,15603,Lower Low
2006-06-05 3:45:00,16057,Higher High
2006-06-06 2:15:00,15819,Lower Low
2006-06-06 7:59:00,15976,Higher High
2006-06-09 3:57:00,15402,Lower Low
2006-06-09 7:59:00,15644,Higher High
2006-06-12 7:14:00,15664,Higher Low
2006-06-13 2:00:00,15498,Lower High
2006-06-14 2:00:00,15189,Lower Low
2006-06-15 2:19:00,15455,Higher High
2006-06-15 4:26:00,15355,Lower Low
2006-06-19 7:59:00,15790,Higher High
2006-06-21 7:59:00,15647,Higher Low
2006-06-22 6:38:00,15892,Higher High
2006-06-26 6:35:00,15827,Higher Low
2006-06-27 3:00:00,15893,Higher High
2006-06-28 2:01:00,15606,Lower Low
2006-06-30 7:59:00,16274,Higher High
2006-07-03 2:14:00,16235,Lower Low
2006-07-03 3:58:00,16367,Higher High
2006-07-04 3:05:00,16313,Lower Low
2006-07-04 3:44:00,16385,Higher High
2006-07-06 2:01:00,16139,Lower Low
2006-07-06 7:52:00,16448,Higher High
2006-07-10 2:03:00,16341,Lower Low
2006-07-10 7:59:00,16612,Higher High
2006-07-11 7:59:00,16472,Lower Low
2006-07-13 2:11:00,16560,Higher High
2006-07-14 3:48:00,16062,Lower Low
2006-07-14 4:15:00,16161,Higher High
2006-07-17 2:00:00,15947,Lower Low
2006-07-18 3:17:00,16110,Higher High
2006-07-19 2:00:00,16059,Higher Low
2006-07-20 7:59:00,16486,Higher High
2006-07-21 2:03:00,16376,Lower Low
2006-07-21 7:06:00,16486,Higher High
2006-07-24 7:59:00,16470,Higher Low
2006-07-25 7:58:00,16591,Lower High
2006-07-26 2:26:00,16566,Lower Low
2006-07-28 2:41:00,17035,Higher High
2006-07-28 3:06:00,16918,Lower Low
2006-07-31 2:02:00,17118,Higher High
2006-07-31 7:59:00,16963,Lower Low
2006-08-01 2:00:00,17024,Higher High
2006-08-03 2:00:00,16996,Higher Low
2006-08-04 7:58:00,16879,Lower High
2006-08-07 6:40:00,16812,Lower Low
2006-08-08 7:20:00,17065,Higher High
2006-08-09 2:04:00,16959,Lower Low
2006-08-09 7:59:00,17355,Higher High
2006-08-10 7:58:00,17206,Lower Low
2006-08-11 3:17:00,17324,Higher High
2006-08-14 3:11:00,17216,Higher Low
2006-08-14 7:26:00,17311,Higher High
2006-08-14 7:26:00,17286,Higher Low
2006-08-15 2:25:00,17295,Lower High
2006-08-15 3:38:00,17243,Lower Low
2006-08-17 2:00:00,17546,Higher High
2006-08-17 7:49:00,17329,Lower Low
2006-08-18 2:28:00,17414,Higher High
2006-08-18 7:41:00,17316,Lower Low
2006-08-21 2:22:00,17330,Higher High
2006-08-25 6:34:00,16895,Lower Low
2006-08-28 2:43:00,16999,Higher High
2006-08-28 7:59:00,16908,Lower Low
2006-08-31 2:02:00,17426,Higher High
2006-09-01 2:48:00,17308,Lower Low
2006-09-04 7:52:00,17539,Higher High
2006-09-05 7:43:00,17404,Lower Low
2006-09-06 2:00:00,17452,Higher High
2006-09-07 3:53:00,17044,Lower Low
2006-09-08 3:58:00,17172,Higher High
2006-09-12 2:00:00,16915,Lower Low
2006-09-14 2:02:00,17305,Higher High
2006-09-14 3:53:00,17140,Lower Low
2006-09-18 7:11:00,17428,Higher High
2006-09-18 7:11:00,17414,Higher Low
2006-09-19 7:07:00,17324,Lower High
2006-09-20 2:00:00,17222,Lower Low
2006-09-25 4:07:00,17688,Higher High
2006-09-26 7:07:00,17275,Lower Low
2006-09-27 3:57:00,17413,Higher High
2006-09-29 3:46:00,17350,Lower Low
2006-10-03 7:30:00,17649,Higher High
2006-10-04 6:31:00,17539,Lower Low
2006-10-05 7:33:00,17942,Higher High
2006-10-06 3:49:00,17847,Lower Low
2006-10-06 7:03:00,17932,Higher High
2006-10-09 2:54:00,17589,Lower Low
2006-10-10 7:05:00,17856,Higher High
2006-10-11 3:35:00,17738,Lower Low
2006-10-12 2:06:00,17950,Higher High
2006-10-13 7:55:00,17947,Lower Low
2006-10-16 2:00:00,18071,Higher High
2006-10-17 2:57:00,17822,Lower Low
2006-10-17 7:07:00,18075,Higher High
2006-10-18 2:03:00,17877,Lower Low
2006-10-19 2:02:00,18076,Higher High
2006-10-19 6:49:00,17938,Lower Low
2006-10-23 2:00:00,18189,Higher High
2006-10-24 2:00:00,18105,Higher Low
2006-10-24 2:16:00,18176,Higher High
2006-10-25 2:41:00,18106,Lower Low
2006-10-27 3:43:00,18466,Higher High
2006-10-31 7:59:00,18311,Higher Low
2006-11-01 7:03:00,18495,Higher High
2006-11-02 7:57:00,18692,Higher Low
2006-11-03 2:38:00,18772,Higher High
2006-11-03 4:12:00,18644,Lower Low
2006-11-07 7:07:00,19156,Higher High
2006-11-07 7:43:00,18850,Lower Low
2006-11-08 2:00:00,19037,Higher High
2006-11-08 7:45:00,18746,Lower Low
2006-11-10 3:02:00,18977,Lower High
2006-11-13 2:06:00,18715,Lower Low
2006-11-14 2:11:00,18993,Higher High
2006-11-14 7:12:00,18759,Lower Low
2006-11-16 2:13:00,19238,Higher High
2006-11-16 2:57:00,19044,Lower Low
2006-11-17 2:50:00,19219,Higher High
2006-11-20 7:29:00,18929,Lower Low
2006-11-23 7:46:00,19254,Lower High
2006-11-24 2:04:00,19198,Lower Low
2006-11-27 2:10:00,19328,Higher High
2006-11-28 7:56:00,18619,Lower Low
2006-11-30 2:46:00,19034,Higher High
2006-12-04 2:15:00,18587,Lower Low
2006-12-06 2:27:00,19126,Higher High
2006-12-06 3:45:00,18933,Lower Low
2006-12-08 3:21:00,18799,Higher High
2006-12-08 7:20:00,18663,Lower Low
2006-12-12 2:00:00,19019,Higher High
2006-12-12 4:29:00,18819,Lower Low
2006-12-13 2:00:00,18872,Higher High
2006-12-13 4:29:00,18622,Lower Low
2006-12-15 6:39:00,19131,Higher High
2006-12-15 7:29:00,19013,Lower Low
2006-12-18 7:02:00,19217,Higher High
2006-12-19 6:31:00,18905,Lower Low
2006-12-20 7:47:00,19276,Higher High
2006-12-21 2:32:00,19158,Lower Low
2006-12-27 7:59:00,19745,Higher High
2006-12-28 2:02:00,19686,Lower Low
2006-12-28 7:58:00,20044,Higher High
2006-12-29 7:14:00,19885,Lower Low
2007-01-03 2:38:00,20560,Higher High
2007-01-05 2:03:00,19743,Lower Low
2007-01-05 7:59:00,20226,Higher High
2007-01-08 2:14:00,19843,Lower Low
2007-01-09 2:00:00,20173,Higher High
2007-01-10 4:18:00,19505,Lower Low
2007-01-11 2:10:00,19701,Higher High
2007-01-11 7:54:00,19347,Lower Low
2007-01-12 4:17:00,19682,Higher High
2007-01-12 7:24:00,19519,Lower Low
2007-01-16 2:00:00,20147,Higher High
2007-01-17 2:07:00,19839,Lower Low
2007-01-18 7:59:00,20305,Higher High
2007-01-19 4:15:00,20329,Higher Low
2007-01-23 2:00:00,20828,Higher High
2007-01-23 4:18:00,20588,Lower Low
2007-01-24 2:02:00,20976,Higher High
2007-01-24 7:32:00,20725,Lower Low
2007-01-25 2:00:00,20900,Higher High
2007-01-26 4:14:00,20203,Lower Low
2007-01-29 3:15:00,20212,Higher High
2007-01-30 2:42:00,20160,Lower Low
2007-01-31 2:01:00,20520,Higher High
2007-01-31 7:46:00,20005,Lower Low
2007-02-02 4:18:00,20706,Higher High
2007-02-05 7:35:00,20407,Lower Low
2007-02-07 2:47:00,20742,Higher High
2007-02-08 4:14:00,20315,Lower Low
2007-02-09 2:01:00,20775,Higher High
2007-02-12 2:09:00,20490,Lower Low
2007-02-12 3:46:00,20697,Higher High
2007-02-13 7:59:00,19219,Lower Low
2007-02-23 2:00:00,20845,Higher High
2007-02-23 3:23:00,20547,Lower Low
2007-02-26 2:38:00,20583,Higher High
2007-02-26 4:03:00,20473,Lower Low
2007-02-27 2:00:00,20520,Higher High
2007-02-28 2:09:00,19375,Lower Low
2007-03-01 2:00:00,19656,Lower High
2007-03-02 2:00:00,19271,Lower Low
2007-03-02 2:49:00,19531,Higher High
2007-03-05 7:59:00,18655,Lower Low
2007-03-07 4:01:00,19240,Higher High
2007-03-08 2:19:00,18902,Lower Low
2007-03-09 2:00:00,19277,Higher High
2007-03-09 2:39:00,19062,Lower Low
2007-03-12 7:37:00,19512,Higher High
2007-03-13 2:16:00,19429,Lower Low
2007-03-13 7:27:00,19256,Lower High
2007-03-14 6:51:00,18736,Lower Low
2007-03-15 2:10:00,19057,Higher High
2007-03-16 2:24:00,18767,Lower Low
2007-03-20 2:03:00,19465,Higher High
2007-03-21 3:41:00,19269,Lower Low
2007-03-26 3:56:00,19820,Higher High
2007-03-27 6:48:00,19660,Lower Low
2007-03-28 2:23:00,19731,Higher High
2007-03-29 2:00:00,19455,Lower Low
2007-03-30 2:03:00,19883,Higher High
2007-03-30 3:20:00,19703,Lower Low
2007-04-02 2:03:00,19980,Higher High
2007-04-03 2:00:00,19830,Higher Low
2007-04-10 2:00:00,20414,Higher High
2007-04-10 3:07:00,20249,Lower Low
2007-04-11 7:41:00,20509,Higher High
2007-04-12 2:05:00,20290,Lower Low
2007-04-13 2:00:00,20455,Higher High
2007-04-13 4:02:00,20263,Lower Low
2007-04-17 2:01:00,20817,Higher High
2007-04-17 3:52:00,20628,Lower Low
2007-04-18 2:00:00,20866,Higher High
2007-04-19 6:38:00,20230,Lower Low
2007-04-23 2:49:00,20780,Higher High
2007-04-24 2:24:00,20397,Lower Low
2007-04-25 2:45:00,20627,Higher High
2007-04-25 4:25:00,20418,Lower Low
2007-04-26 6:43:00,20783,Higher High
2007-04-27 2:54:00,20424,Lower Low
2007-04-30 2:00:00,20532,Higher High
2007-04-30 2:48:00,20127,Lower Low
2007-05-04 2:02:00,20886,Higher High
2007-05-04 3:16:00,20711,Lower Low
2007-05-07 3:31:00,21073,Higher High
2007-05-08 7:26:00,20633,Lower Low
2007-05-09 7:59:00,20849,Higher High
2007-05-11 2:15:00,20418,Lower Low
2007-05-15 2:47:00,21093,Higher High
2007-05-16 2:22:00,20780,Lower Low
2007-05-17 2:16:00,21088,Higher High
2007-05-21 2:00:00,20883,Higher Low
2007-05-21 2:13:00,21057,Higher High
2007-05-23 2:17:00,20766,Lower Low
2007-05-23 3:17:00,20888,Higher High
2007-05-28 7:22:00,20503,Lower Low
2007-05-29 2:04:00,20565,Higher High
2007-05-30 4:03:00,20180,Lower Low
2007-06-01 4:29:00,20794,Higher High
2007-06-01 7:59:00,20590,Lower Low
2007-06-06 6:46:00,20944,Higher High
2007-06-07 2:12:00,20597,Lower Low
2007-06-07 6:42:00,20840,Higher High
2007-06-08 2:41:00,20430,Lower Low
2007-06-12 2:00:00,20681,Higher High
2007-06-12 2:42:00,20511,Lower Low
2007-06-14 7:45:00,20924,Higher High
2007-06-14 7:45:00,20914,Higher Low
2007-06-20 4:08:00,21901,Higher High
2007-06-21 2:00:00,21689,Lower Low
2007-06-21 7:59:00,21972,Higher High
2007-06-22 2:08:00,21785,Lower Low
2007-06-25 2:45:00,22090,Higher High
2007-06-26 2:00:00,21742,Lower Low
2007-06-26 2:38:00,21954,Higher High
2007-06-27 2:33:00,21789,Lower Low
2007-06-29 2:02:00,22048,Higher High
2007-06-29 7:59:00,21763,Lower Low
2007-07-04 2:14:00,22306,Higher High
2007-07-04 7:35:00,22131,Lower Low
2007-07-05 2:07:00,22333,Higher High
2007-07-06 3:28:00,22080,Lower Low
2007-07-09 7:59:00,22833,Higher High
2007-07-11 2:15:00,22536,Lower Low
2007-07-11 4:19:00,22853,Higher High
2007-07-12 2:00:00,22656,Lower Low
2007-07-13 2:03:00,23248,Higher High
2007-07-16 2:01:00,23108,Lower Low
2007-07-16 7:58:00,22955,Lower High
2007-07-17 2:00:00,22905,Lower Low
2007-07-17 6:38:00,23152,Higher High
2007-07-18 7:47:00,22781,Lower Low
2007-07-25 2:00:00,23385,Lower High
2007-07-25 6:36:00,23430,Higher Low
2007-07-26 2:50:00,23558,Higher High
2007-07-27 7:34:00,22435,Lower Low
2007-07-31 7:59:00,23202,Higher High
2007-08-01 6:36:00,22210,Lower Low
2007-08-02 2:19:00,22768,Higher High
2007-08-02 4:29:00,22141,Lower Low
2007-08-03 2:01:00,22646,Higher High
2007-08-07 2:00:00,21960,Higher Low
2007-08-09 3:36:00,22796,Higher High
2007-08-10 2:12:00,21657,Lower Low
2007-08-13 3:53:00,21698,Higher High
2007-08-14 2:02:00,21827,Lower Low
2007-08-14 7:41:00,22009,Higher High
2007-08-17 6:41:00,19384,Lower Low
2007-08-21 2:24:00,22621,Higher High
2007-08-21 7:45:00,21647,Lower Low
2007-08-23 2:01:00,23069,Higher High
2007-08-24 2:03:00,22622,Lower Low
2007-08-28 2:00:00,23782,Higher High
2007-08-30 2:00:00,23342,Higher Low
2007-08-30 3:28:00,23587,Higher High
2007-08-31 2:07:00,23489,Lower Low
2007-08-31 6:37:00,24095,Higher High
2007-09-03 2:00:00,23585,Lower Low
2007-09-03 7:59:00,23937,Higher High
2007-09-04 2:33:00,23854,Lower Low
2007-09-05 2:07:00,24287,Higher High
2007-09-05 6:38:00,23836,Lower Low
2007-09-06 2:00:00,23891,Higher High
2007-09-06 6:33:00,24075,Higher Low
2007-09-07 3:04:00,24139,Higher High
2007-09-10 2:07:00,23578,Lower Low
2007-09-11 2:19:00,24161,Higher High
2007-09-11 7:09:00,23749,Lower Low
2007-09-13 2:07:00,24553,Higher High
2007-09-13 3:36:00,24213,Lower Low
2007-09-17 2:00:00,24990,Higher High
2007-09-18 2:20:00,24368,Lower Low
2007-09-19 7:29:00,25653,Higher High
2007-09-20 4:06:00,25572,Lower Low
2007-09-20 7:49:00,25775,Higher High
2007-09-21 2:06:00,25550,Lower Low
2007-09-27 7:42:00,27170,Higher High
2007-09-28 2:08:00,26889,Lower Low
2007-10-03 3:54:00,28873,Higher High
2007-10-03 7:49:00,27233,Lower Low
2007-10-04 2:25:00,27431,Higher High
2007-10-04 7:50:00,26747,Lower Low
2007-10-08 2:04:00,28488,Higher High
2007-10-09 7:59:00,28201,Higher Low
2007-10-10 3:26:00,28774,Higher High
2007-10-10 6:44:00,28289,Lower Low
2007-10-11 7:59:00,29140,Higher High
2007-10-12 3:46:00,28366,Lower Low
2007-10-16 3:15:00,29924,Higher High
2007-10-17 2:16:00,28466,Lower Low
2007-10-18 2:00:00,30077,Higher High
2007-10-22 2:00:00,28317,Lower Low
2007-10-22 3:58:00,28764,Higher High
2007-10-23 2:00:00,28708,Lower Low
2007-10-24 2:13:00,29999,Higher High
2007-10-24 7:42:00,29287,Lower Low
2007-10-25 2:07:00,29951,Higher High
2007-10-25 4:02:00,29307,Lower Low
2007-10-29 7:59:00,31612,Higher High
2007-10-30 2:00:00,31315,Lower Low
2007-10-30 3:15:00,31922,Higher High
2007-10-31 2:16:00,31153,Lower Low
2007-11-01 2:06:00,31898,Higher High
2007-11-06 2:20:00,28478,Lower Low
2007-11-07 3:57:00,30202,Higher High
2007-11-09 2:06:00,28397,Lower Low
2007-11-09 4:25:00,29253,Higher High
2007-11-13 4:05:00,26950,Lower Low
2007-11-15 2:10:00,29257,Higher High
2007-11-19 2:08:00,27293,Lower Low
2007-11-19 2:42:00,27804,Higher High
2007-11-20 3:10:00,26403,Lower Low
2007-11-20 7:50:00,27854,Higher High
2007-11-21 6:49:00,26495,Lower Low
2007-11-22 6:56:00,25924,Lower High
2007-11-23 4:29:00,26308,Lower Low
2007-11-26 7:58:00,27649,Higher High
2007-11-27 2:01:00,26636,Lower Low
2007-11-27 3:41:00,27553,Higher High
2007-11-28 2:36:00,27025,Lower Low
2007-11-29 6:34:00,28670,Higher High
2007-11-30 2:52:00,28431,Lower Low
2007-12-03 3:30:00,29126,Higher High
2007-12-04 2:00:00,28520,Lower Low
2007-12-06 2:26:00,29895,Higher High
2007-12-06 7:59:00,29525,Lower Low
2007-12-07 3:41:00,29968,Higher High
2007-12-07 7:59:00,28824,Lower Low
2007-12-10 2:07:00,29813,Higher High
2007-12-10 7:53:00,28442,Lower Low
2007-12-11 7:59:00,29249,Higher High
2007-12-12 3:19:00,28336,Lower Low
2007-12-12 6:31:00,28783,Higher High
2007-12-13 7:03:00,27592,Lower Low
2007-12-14 3:08:00,27822,Higher High
2007-12-18 2:20:00,26087,Lower Low
2007-12-19 3:26:00,27217,Higher High
2007-12-19 7:13:00,26669,Lower Low
2007-12-27 2:00:00,28353,Higher High
2007-12-28 7:48:00,27287,Lower Low
2008-01-02 2:21:00,27857,Higher High
2008-01-03 7:51:00,26858,Lower Low
2008-01-04 4:19:00,27599,Higher High
2008-01-07 2:23:00,26720,Lower Low
2008-01-08 2:03:00,27645,Higher High
2008-01-09 2:02:00,26753,Lower Low
2008-01-09 7:59:00,27634,Higher High
2008-01-10 6:37:00,27111,Lower Low
2008-01-11 2:42:00,27593,Higher High
2008-01-11 7:22:00,26720,Lower Low
2008-01-14 2:09:00,27146,Higher High
2008-01-14 7:59:00,26458,Lower Low
2008-01-15 2:02:00,26801,Higher High
2008-01-17 4:01:00,23955,Lower Low
2008-01-17 7:48:00,25391,Higher High
2008-01-18 2:03:00,24134,Lower Low
2008-01-18 6:59:00,25384,Higher High
2008-01-22 6:30:00,21706,Lower Low
2008-01-24 6:55:00,24973,Higher High
2008-01-24 7:59:00,23495,Lower Low
2008-01-28 2:00:00,24461,Lower High
2008-01-28 6:47:00,23582,Lower Low
2008-01-29 2:32:00,24737,Higher High
2008-01-29 7:55:00,24226,Lower Low
2008-01-30 2:01:00,24634,Higher High
2008-01-30 7:51:00,23586,Lower Low
2008-01-31 2:01:00,23904,Higher High
2008-01-31 3:29:00,23055,Lower Low
2008-02-04 7:59:00,25056,Higher High
2008-02-05 3:13:00,24503,Lower Low
2008-02-05 7:12:00,24971,Higher High
2008-02-06 3:32:00,23281,Lower Low
2008-02-11 2:00:00,23403,Higher High
2008-02-11 7:58:00,22562,Lower Low
2008-02-13 3:31:00,23539,Higher High
2008-02-13 7:15:00,22934,Lower Low
2008-02-18 2:17:00,24415,Higher High
2008-02-18 7:40:00,23733,Lower Low
2008-02-19 6:48:00,24404,Higher High
2008-02-20 6:35:00,23479,Lower Low
2008-02-21 2:03:00,24011,Higher High
2008-02-22 6:56:00,23396,Higher Low
2008-02-25 2:00:00,23562,Higher High
2008-02-25 7:37:00,23162,Lower Low
2008-02-26 2:50:00,23764,Higher High
2008-02-26 6:32:00,23393,Lower Low
2008-02-27 4:24:00,24613,Higher High
2008-02-28 2:35:00,24193,Lower Low
2008-02-28 4:27:00,24847,Higher High
2008-02-29 2:19:00,24009,Lower Low
2008-02-29 7:26:00,24370,Higher High
2008-03-03 2:02:00,23443,Lower Low
2008-03-04 2:01:00,23925,Higher High
2008-03-04 7:48:00,23051,Lower Low
2008-03-05 2:37:00,23272,Higher High
2008-03-05 3:51:00,22870,Lower Low
2008-03-06 4:29:00,23617,Higher High
2008-03-07 7:50:00,22441,Lower Low
2008-03-10 2:00:00,23033,Higher High
2008-03-10 3:26:00,22035,Lower Low
2008-03-12 2:00:00,23747,Higher High
2008-03-13 7:58:00,22247,Lower Low
2008-03-14 3:02:00,22759,Higher High
2008-03-17 2:09:00,21036,Lower Low
2008-03-17 4:09:00,21482,Higher High
2008-03-18 4:04:00,20569,Lower Low
2008-03-19 2:00:00,22203,Higher High
2008-03-20 2:32:00,20884,Lower Low
2008-03-26 2:34:00,22821,Higher High
2008-03-27 2:42:00,22205,Lower Low
2008-03-28 7:54:00,23316,Higher High
2008-03-31 7:28:00,22697,Lower Low
2008-04-01 2:35:00,23307,Higher High
2008-04-01 7:02:00,22697,Lower Low
2008-04-02 3:31:00,24200,Higher High
2008-04-02 7:59:00,23847,Lower Low
2008-04-07 6:46:00,24645,Higher High
2008-04-08 7:48:00,24210,Lower Low
2008-04-09 2:51:00,24494,Higher High
2008-04-10 2:26:00,23904,Lower Low
2008-04-11 7:59:00,24684,Higher High
2008-04-15 3:03:00,23607,Lower Low
2008-04-16 2:14:00,24198,Higher High
2008-04-16 7:47:00,23747,Lower Low
2008-04-17 2:55:00,24442,Higher High
2008-04-17 7:10:00,24150,Lower Low
2008-04-18 3:09:00,24401,Higher High
2008-04-18 7:49:00,24104,Lower Low
2008-04-21 2:53:00,24890,Higher High
2008-04-22 2:00:00,24404,Lower Low
2008-04-22 7:57:00,24971,Higher High
2008-04-23 7:49:00,25356,Higher Low
2008-04-24 2:22:00,25865,Higher High
2008-04-24 3:40:00,25599,Lower Low
2008-04-25 2:01:00,25862,Higher High
2008-04-25 7:51:00,25436,Lower Low
2008-04-28 2:21:00,25722,Higher High
2008-04-29 2:00:00,25625,Higher Low
2008-04-30 2:01:00,26069,Higher High
2008-04-30 7:58:00,25728,Lower Low
2008-05-02 2:05:00,26379,Higher High
2008-05-02 6:36:00,26170,Lower Low
2008-05-05 2:00:00,26426,Higher High
2008-05-06 2:06:00,26066,Lower Low
2008-05-07 2:00:00,26427,Higher High
2008-05-07 7:41:00,25467,Lower Low
2008-05-08 2:34:00,25618,Higher High
2008-05-08 6:37:00,25351,Lower Low
2008-05-13 7:21:00,25604,Higher High
2008-05-14 3:34:00,25104,Lower Low
2008-05-15 2:03:00,25744,Higher High
2008-05-15 6:40:00,25206,Lower Low
2008-05-19 3:43:00,25814,Higher High
2008-05-21 2:00:00,24800,Lower Low
2008-05-21 7:09:00,25490,Higher High
2008-05-22 2:50:00,24693,Lower Low
2008-05-23 2:08:00,25128,Higher High
2008-05-26 7:51:00,24092,Lower Low
2008-05-27 6:53:00,24445,Higher High
2008-05-28 7:38:00,24171,Lower Low
2008-05-29 2:00:00,24541,Higher High
2008-05-29 6:49:00,24215,Lower Low
2008-05-30 2:55:00,24299,Higher High
2008-06-02 2:07:00,24465,Lower Low
2008-06-02 7:10:00,24948,Higher High
2008-06-03 6:36:00,24254,Lower Low
2008-06-04 2:12:00,24464,Higher High
2008-06-05 3:08:00,24000,Lower Low
2008-06-06 6:35:00,24411,Lower High
2008-06-11 2:09:00,23168,Lower Low
2008-06-11 4:00:00,23490,Higher High
2008-06-12 3:18:00,22692,Lower Low
2008-06-12 7:58:00,23016,Higher High
2008-06-13 7:58:00,22653,Lower Low
2008-06-17 2:34:00,23131,Lower High
2008-06-17 6:40:00,22869,Lower Low
2008-06-18 6:31:00,23499,Higher High
2008-06-19 6:42:00,22730,Lower Low
2008-06-20 2:46:00,23415,Higher High
2008-06-23 2:14:00,22383,Lower Low
2008-06-23 7:47:00,22831,Higher High
2008-06-24 7:59:00,22503,Lower Low
2008-06-26 2:07:00,22886,Higher High
2008-06-27 2:05:00,21767,Lower Low
2008-06-30 2:02:00,22214,Higher High
2008-07-02 7:25:00,21548,Lower Low
2008-07-03 6:30:00,21752,Higher High
2008-07-03 7:58:00,21139,Lower Low
2008-07-04 4:18:00,21538,Higher High
2008-07-04 7:24:00,21337,Lower Low
2008-07-07 7:57:00,21921,Higher High
2008-07-08 4:00:00,21095,Lower Low
2008-07-09 2:32:00,21958,Higher High
2008-07-10 2:16:00,21495,Lower Low
2008-07-10 4:16:00,22027,Higher High
2008-07-11 2:05:00,21757,Lower Low
2008-07-14 2:16:00,22363,Higher High
2008-07-16 2:00:00,21018,Lower Low
2008-07-17 2:05:00,21899,Higher High
2008-07-17 3:14:00,21672,Lower Low
2008-07-18 2:00:00,21991,Higher High
2008-07-18 6:53:00,21675,Lower Low
2008-07-21 6:49:00,22647,Higher High
2008-07-22 2:05:00,22390,Lower Low
2008-07-23 7:35:00,23118,Higher High
2008-07-24 3:07:00,23059,Lower Low
2008-07-24 6:31:00,23373,Higher High
2008-07-25 7:44:00,22543,Lower Low
2008-07-28 3:19:00,22863,Higher High
2008-07-29 2:20:00,22045,Lower Low
2008-07-31 2:00:00,22873,Higher High
2008-08-01 2:59:00,22205,Lower Low
