DateTime,Value,Type
2010-11-12 7:41:00,24186,Lower Low
2010-11-15 2:01:00,24387,Higher High
2010-11-15 7:58:00,23993,Lower Low
2010-11-16 2:54:00,24084,Higher High
2010-11-16 7:28:00,23577,Lower Low
2010-11-17 2:36:00,23617,Higher High
2010-11-17 7:49:00,23185,Lower Low
2010-11-18 2:04:00,23367,Higher High
2010-11-19 4:03:00,23247,Lower Low
2010-11-19 7:03:00,23687,Higher High
2010-11-22 2:49:00,23419,Lower Low
2010-11-22 7:45:00,23595,Higher High
2010-11-23 7:53:00,22865,Lower Low
2010-11-24 2:24:00,23170,Higher High
2010-11-24 7:35:00,22970,Lower Low
2010-11-25 6:43:00,23284,Higher High
2010-11-25 7:56:00,23032,Lower Low
2010-11-26 2:08:00,23109,Higher High
2010-11-26 6:41:00,22778,Lower Low
2010-11-26 6:41:00,22816,Lower High
2010-11-29 2:29:00,22779,Higher Low
2010-11-30 2:08:00,23201,Higher High
2010-12-01 7:47:00,23315,Higher Low
2010-12-02 2:10:00,23580,Higher High
2010-12-02 6:57:00,23387,Lower Low
2010-12-03 2:25:00,23612,Higher High
2010-12-03 7:59:00,23281,Lower Low
2010-12-06 2:18:00,23614,Higher High
2010-12-08 7:25:00,22997,Lower Low
2010-12-10 2:05:00,23183,Higher High
2010-12-10 3:09:00,22963,Lower Low
2010-12-13 2:00:00,23495,Higher High
2010-12-13 4:07:00,23230,Lower Low
2010-12-14 2:36:00,23336,Higher High
2010-12-15 6:36:00,22872,Lower Low
2010-12-15 6:36:00,23000,Lower High
2010-12-16 7:55:00,22593,Lower Low
2010-12-20 2:04:00,22721,Higher High
2010-12-20 3:26:00,22394,Lower Low
2010-12-22 3:45:00,23164,Higher High
2010-12-22 7:14:00,22990,Lower Low
2010-12-23 2:20:00,23153,Higher High
2010-12-28 6:57:00,22531,Lower Low
2010-12-30 2:00:00,23120,Higher High
2010-12-30 3:20:00,22889,Lower Low
2011-01-04 2:04:00,23423,Lower High
2011-01-05 2:01:00,23579,Lower Low
2011-01-06 2:00:00,23879,Higher High
2011-01-06 2:57:00,23696,Lower Low
2011-01-07 3:56:00,23883,Higher High
2011-01-07 7:51:00,23649,Lower Low
2011-01-10 2:03:00,23791,Higher High
2011-01-10 6:43:00,23479,Lower Low
2011-01-13 2:39:00,24382,Higher High
2011-01-14 2:30:00,24189,Lower Low
2011-01-17 2:00:00,24360,Higher High
2011-01-17 6:41:00,24098,Lower Low
2011-01-18 3:39:00,24383,Higher High
2011-01-18 7:36:00,24102,Lower Low
2011-01-19 6:37:00,24436,Higher High
2011-01-20 7:42:00,23962,Lower Low
2011-01-21 3:10:00,24136,Higher High
2011-01-21 7:43:00,23836,Lower Low
2011-01-24 2:00:00,23966,Higher High
2011-01-26 3:48:00,23659,Lower Low
2011-01-26 7:22:00,23979,Higher High
2011-01-27 2:01:00,23732,Lower Low
2011-01-27 3:03:00,24026,Higher High
2011-01-31 2:05:00,23280,Lower Low
2011-01-31 7:16:00,23522,Higher High
2011-02-01 2:20:00,23533,Higher Low
2011-02-07 2:00:00,23989,Higher High
2011-02-07 7:55:00,23530,Lower Low
2011-02-08 2:00:00,23627,Higher High
2011-02-08 4:18:00,23394,Lower Low
2011-02-09 2:03:00,23594,Higher High
2011-02-11 7:50:00,22847,Higher Low
2011-02-14 6:49:00,23191,Higher High
2011-02-16 2:34:00,22810,Lower Low
2011-02-18 6:47:00,23617,Higher High
2011-02-22 7:39:00,22937,Lower Low
2011-02-23 3:21:00,23057,Higher High
2011-02-24 7:54:00,22571,Lower Low
2011-02-25 7:05:00,23091,Higher High
2011-02-28 2:40:00,22886,Lower Low
2011-02-28 7:35:00,23394,Higher High
2011-03-01 2:50:00,23243,Lower Low
2011-03-01 7:00:00,23480,Higher High
2011-03-02 6:37:00,22915,Lower Low
2011-03-07 2:08:00,23494,Higher High
2011-03-08 2:08:00,23306,Lower Low
2011-03-09 1:34:00,23937,Higher High
2011-03-14 2:23:00,23072,Lower Low
2011-03-14 7:59:00,23352,Higher High
2011-03-15 2:52:00,22241,Lower Low
2011-03-16 1:30:00,22838,Higher High
2011-03-17 1:36:00,22122,Lower Low
2011-03-18 3:36:00,22468,Higher High
2011-03-18 7:59:00,22275,Lower Low
2011-03-21 7:59:00,22723,Higher High
2011-03-22 2:16:00,22653,Lower Low
2011-03-22 7:59:00,22883,Higher High
2011-03-23 5:45:00,22715,Lower Low
2011-03-24 6:46:00,23051,Higher High
2011-03-24 7:56:00,22891,Lower Low
2011-03-28 2:00:00,23262,Higher High
2011-03-28 3:51:00,22952,Lower Low
2011-03-30 1:38:00,23189,Higher High
2011-03-30 7:46:00,23494,Higher Low
2011-03-31 1:30:00,23612,Higher High
2011-03-31 3:43:00,23450,Lower Low
2011-04-04 7:29:00,24160,Higher High
2011-04-06 2:11:00,24103,Lower Low
2011-04-07 7:08:00,24369,Higher High
2011-04-08 1:31:00,24252,Lower Low
2011-04-08 3:21:00,24469,Higher High
2011-04-08 3:21:00,24449,Higher Low
2011-04-11 6:40:00,24260,Lower High
2011-04-13 2:06:00,23842,Lower Low
2011-04-13 7:17:00,24200,Higher High
2011-04-14 2:25:00,23912,Lower Low
2011-04-15 2:08:00,24237,Higher High
2011-04-15 6:09:00,23902,Lower Low
2011-04-18 2:53:00,24145,Higher High
2011-04-19 6:52:00,23468,Lower Low
2011-04-21 3:01:00,24185,Higher High
2011-04-26 3:53:00,23844,Lower Low
2011-04-27 1:34:00,24261,Higher High
2011-04-27 7:22:00,23825,Lower Low
2011-04-28 1:30:00,24132,Higher High
2011-04-29 1:36:00,23634,Lower Low
2011-05-03 1:49:00,23924,Higher High
2011-05-04 7:28:00,23230,Lower Low
2011-05-05 5:45:00,23348,Higher High
2011-05-06 1:38:00,22986,Lower Low
2011-05-11 1:30:00,23507,Higher High
2011-05-13 2:43:00,22888,Lower Low
2011-05-13 7:59:00,23281,Higher High
2011-05-17 2:43:00,22768,Lower Low
2011-05-17 6:13:00,22968,Higher High
2011-05-18 1:43:00,22924,Lower Low
2011-05-19 2:44:00,23248,Higher High
2011-05-19 5:43:00,23032,Lower Low
2011-05-20 2:14:00,23243,Higher High
2011-05-24 1:38:00,22631,Lower Low
2011-05-24 5:30:00,22754,Higher High
2011-05-25 7:36:00,22758,Higher Low
2011-05-26 5:32:00,22944,Higher High
2011-05-27 1:38:00,22860,Lower Low
2011-05-27 3:44:00,23151,Higher High
2011-05-30 3:45:00,23252,Higher Low
2011-05-31 7:58:00,23708,Higher High
2011-06-01 6:06:00,23598,Lower Low
2011-06-01 7:53:00,23706,Higher High
2011-06-02 5:37:00,23211,Lower Low
2011-06-03 1:30:00,23326,Higher High
2011-06-07 1:44:00,22730,Lower Low
2011-06-07 6:36:00,22929,Higher High
2011-06-08 7:46:00,22607,Lower Low
2011-06-09 1:52:00,22647,Higher High
2011-06-09 3:47:00,22373,Lower Low
2011-06-10 1:35:00,22675,Higher High
2011-06-13 1:38:00,22157,Lower Low
2011-06-13 7:59:00,22509,Higher High
2011-06-14 1:39:00,22299,Lower Low
2011-06-14 7:10:00,22642,Higher High
2011-06-16 2:54:00,22060,Lower Low
2011-06-17 1:30:00,21971,Higher High
2011-06-17 7:50:00,21628,Lower Low
2011-06-22 1:32:00,22048,Higher High
2011-06-23 2:13:00,21633,Lower Low
2011-06-23 6:48:00,21905,Higher High
2011-06-24 1:37:00,21784,Lower Low
2011-06-24 7:59:00,22183,Higher High
2011-06-27 1:49:00,21917,Lower Low
2011-06-28 1:39:00,22206,Higher High
2011-06-28 5:36:00,21952,Lower Low
2011-06-29 1:31:00,22237,Higher High
2011-06-29 7:00:00,22022,Lower Low
2011-07-04 2:57:00,22818,Higher High
2011-07-05 6:22:00,22707,Lower Low
2011-07-06 1:37:00,22738,Higher High
2011-07-06 7:59:00,22509,Lower Low
2011-07-07 3:17:00,22707,Higher High
2011-07-07 7:59:00,22524,Lower Low
2011-07-08 1:45:00,22835,Higher High
2011-07-12 7:55:00,21649,Lower Low
2011-07-13 1:37:00,21738,Higher High
2011-07-14 3:36:00,21747,Lower Low
2011-07-14 7:59:00,21945,Higher High
2011-07-15 2:02:00,21775,Lower Low
2011-07-18 2:16:00,22027,Higher High
2011-07-19 6:07:00,21611,Lower Low
2011-07-20 1:30:00,22088,Higher High
2011-07-21 2:33:00,21857,Lower Low
2011-07-22 7:59:00,22445,Higher High
2011-07-25 6:49:00,22217,Lower Low
2011-07-26 7:59:00,22582,Higher High
2011-07-28 2:25:00,22231,Lower Low
2011-07-29 1:44:00,22623,Higher High
2011-07-29 2:59:00,22323,Lower Low
2011-08-01 3:02:00,22808,Higher High
2011-08-03 1:44:00,21883,Lower Low
2011-08-04 5:51:00,21736,Lower High
2011-08-08 3:52:00,20044,Lower Low
2011-08-08 7:25:00,20573,Higher High
2011-08-09 1:42:00,18868,Lower Low
2011-08-09 7:14:00,20159,Higher High
2011-08-11 1:32:00,19269,Lower Low
2011-08-12 2:15:00,19943,Higher High
2011-08-15 7:59:00,20256,Higher Low
2011-08-16 2:15:00,20432,Higher High
2011-08-16 7:42:00,20140,Lower Low
2011-08-18 2:18:00,20342,Higher High
2011-08-19 7:57:00,19314,Lower Low
2011-08-22 2:00:00,19667,Higher High
2011-08-22 6:48:00,19048,Lower Low
2011-08-23 7:59:00,19893,Higher High
2011-08-25 6:01:00,19639,Lower Low
2011-08-26 2:07:00,19920,Higher High
2011-08-29 1:45:00,19749,Higher Low
2011-08-30 2:19:00,20341,Higher High
2011-08-30 6:38:00,20072,Lower Low
2011-09-01 2:14:00,20975,Higher High
2011-09-06 6:44:00,19290,Lower Low
2011-09-08 1:30:00,20119,Higher High
2011-09-08 7:42:00,19799,Lower Low
2011-09-09 2:17:00,20089,Higher High
2011-09-12 7:56:00,18989,Lower Low
2011-09-14 1:32:00,19249,Higher High
2011-09-14 5:51:00,18628,Lower Low
2011-09-15 2:38:00,19269,Higher High
2011-09-15 6:57:00,18935,Lower Low
2011-09-16 3:09:00,19653,Higher High
2011-09-19 7:57:00,18876,Lower Low
2011-09-20 1:36:00,19055,Higher High
2011-09-21 1:34:00,18699,Lower Low
2011-09-21 5:43:00,19024,Higher High
2011-09-23 2:09:00,17373,Lower Low
2011-09-23 6:52:00,17814,Higher High
2011-09-26 6:37:00,17000,Lower Low
2011-09-27 7:59:00,18136,Higher High
2011-09-28 1:37:00,17844,Lower Low
2011-09-28 2:29:00,18101,Higher High
2011-10-03 6:33:00,16717,Lower Low
2011-10-04 2:06:00,16841,Higher High
2011-10-04 7:55:00,16170,Lower Low
2011-10-10 1:31:00,17859,Higher High
2011-10-10 7:39:00,17438,Lower Low
2011-10-11 1:31:00,18456,Higher High
2011-10-12 1:39:00,17805,Lower Low
2011-10-13 2:02:00,18460,Higher High
2011-10-14 7:39:00,18368,Lower Low
2011-10-17 2:20:00,18908,Higher High
2011-10-18 7:35:00,17963,Lower Low
2011-10-19 2:50:00,18426,Higher High
2011-10-20 6:12:00,17782,Lower Low
2011-10-24 5:38:00,18827,Higher High
2011-10-25 5:51:00,18801,Lower Low
2011-10-25 7:52:00,18982,Higher High
2011-10-26 1:32:00,18705,Lower Low
2011-10-26 5:37:00,19107,Higher High
2011-10-27 1:35:00,19046,Lower Low
2011-10-28 1:43:00,20272,Higher High
2011-10-28 2:34:00,19972,Lower Low
2011-10-31 1:36:00,20156,Higher High
2011-11-02 2:03:00,19024,Lower Low
2011-11-02 7:54:00,19745,Higher High
2011-11-03 7:31:00,19142,Lower Low
2011-11-04 5:42:00,19982,Higher High
2011-11-08 6:27:00,19660,Lower Low
2011-11-09 1:46:00,20173,Higher High
2011-11-10 7:55:00,18946,Lower Low
2011-11-14 3:01:00,19641,Higher High
2011-11-15 7:14:00,19240,Lower Low
2011-11-16 1:30:00,19414,Higher High
2011-11-21 1:58:00,18054,Lower Low
2011-11-22 1:33:00,18355,Higher High
2011-11-24 1:31:00,17688,Lower Low
2011-11-24 3:18:00,17997,Higher High
2011-11-25 1:31:00,17613,Lower Low
2011-11-28 1:37:00,18095,Higher High
2011-11-28 2:16:00,17954,Lower Low
2011-11-29 5:57:00,18372,Higher High
2011-11-30 6:11:00,17861,Lower Low
2011-12-01 3:47:00,19051,Higher High
2011-12-02 3:38:00,18878,Lower Low
2011-12-02 7:53:00,19152,Higher High
2011-12-05 1:47:00,18973,Lower Low
2011-12-05 7:58:00,19189,Higher High
2011-12-07 1:37:00,19009,Higher Low
2011-12-07 7:33:00,19243,Higher High
2011-12-08 2:37:00,18956,Lower Low
2011-12-08 7:37:00,19138,Higher High
2011-12-09 7:46:00,18511,Lower Low
2011-12-12 1:33:00,18919,Higher High
2011-12-13 1:33:00,18298,Lower Low
2011-12-13 7:15:00,18465,Higher High
2011-12-14 1:43:00,18281,Lower Low
2011-12-14 6:18:00,18476,Higher High
2011-12-15 5:44:00,17895,Lower Low
2011-12-16 7:32:00,18390,Higher High
2011-12-19 3:42:00,17822,Lower Low
2011-12-20 1:47:00,18271,Higher High
2011-12-20 7:27:00,18010,Lower Low
2011-12-21 1:30:00,18473,Higher High
2011-12-22 2:49:00,18238,Lower Low
2011-12-23 7:59:00,18637,Higher High
2011-12-29 1:35:00,18294,Lower Low
2012-01-03 1:42:00,18733,Higher High
2012-01-03 7:39:00,18880,Higher Low
2012-01-04 1:30:00,18938,Higher High
2012-01-04 7:34:00,18688,Lower Low
2012-01-05 7:59:00,18821,Higher High
2012-01-09 2:01:00,18303,Lower Low
2012-01-09 7:59:00,18884,Higher High
2012-01-10 1:47:00,18859,Lower Low
2012-01-10 6:19:00,19087,Higher High
2012-01-11 5:33:00,18983,Lower Low
2012-01-12 2:08:00,19261,Higher High
2012-01-17 1:34:00,19173,Higher Low
2012-01-18 1:41:00,19727,Higher High
2012-01-18 2:22:00,19577,Lower Low
2012-01-20 1:31:00,20142,Higher High
2012-01-20 2:44:00,19928,Lower Low
2012-01-27 2:19:00,20591,Higher High
2012-01-27 3:52:00,20384,Lower Low
2012-01-30 1:30:00,20450,Higher High
2012-01-30 7:59:00,20145,Lower Low
2012-02-01 2:02:00,20534,Higher High
2012-02-02 1:48:00,20565,Higher Low
2012-02-02 7:59:00,20762,Higher High
2012-02-03 1:31:00,20639,Lower Low
2012-02-06 1:32:00,21002,Higher High
2012-02-06 6:25:00,20633,Lower Low
2012-02-07 1:32:00,20882,Higher High
2012-02-07 6:58:00,20649,Lower Low
2012-02-08 7:59:00,21021,Higher High
2012-02-09 1:50:00,20788,Lower Low
2012-02-09 7:25:00,21053,Higher High
2012-02-13 1:33:00,20674,Lower Low
2012-02-13 5:36:00,20970,Higher High
2012-02-14 1:55:00,20814,Lower Low
2012-02-14 5:46:00,20948,Higher High
2012-02-15 1:35:00,20933,Lower Low
2012-02-15 7:13:00,21403,Higher High
2012-02-17 6:45:00,21382,Lower Low
2012-02-20 1:30:00,21743,Higher High
2012-02-21 2:40:00,21221,Lower Low
2012-02-21 7:59:00,21480,Higher High
2012-02-22 1:34:00,21302,Lower Low
2012-02-22 7:59:00,21570,Higher High
2012-02-23 3:53:00,21326,Lower Low
2012-02-24 1:35:00,21469,Higher High
2012-02-24 1:57:00,21292,Lower Low
2012-02-27 1:40:00,21589,Higher High
2012-02-27 7:19:00,21077,Lower Low
2012-02-28 7:53:00,21583,Higher High
2012-02-29 1:47:00,21526,Lower Low
2012-02-29 2:22:00,21717,Higher High
2012-03-01 7:30:00,21338,Lower Low
2012-03-02 1:49:00,21623,Higher High
2012-03-02 7:23:00,21532,Lower Low
2012-03-05 1:40:00,21579,Higher High
2012-03-08 1:51:00,20681,Lower Low
2012-03-12 1:35:00,21171,Lower High
2012-03-12 6:05:00,20924,Lower Low
2012-03-14 3:30:00,21638,Higher High
2012-03-15 2:18:00,21162,Lower Low
2012-03-16 2:02:00,21439,Higher High
2012-03-16 5:07:00,21253,Lower Low
2012-03-19 1:40:00,21446,Higher High
2012-03-19 7:50:00,21075,Lower Low
2012-03-20 1:30:00,21107,Higher High
2012-03-20 7:44:00,20787,Lower Low
2012-03-21 1:31:00,20993,Higher High
2012-03-21 5:24:00,20756,Lower Low
2012-03-22 2:15:00,20978,Higher High
2012-03-26 2:19:00,20581,Lower Low
2012-03-27 1:41:00,20914,Higher High
2012-03-30 1:32:00,20374,Lower Low
2012-04-02 1:30:00,20661,Higher High
2012-04-02 3:01:00,20418,Lower Low
2012-04-03 7:55:00,20816,Higher High
2012-04-05 1:33:00,20404,Lower Low
2012-04-05 6:42:00,20670,Higher High
2012-04-11 1:58:00,20036,Lower Low
2012-04-11 7:31:00,20189,Higher High
2012-04-12 2:22:00,20138,Lower Low
2012-04-13 7:57:00,20719,Higher High
2012-04-16 1:38:00,20514,Lower Low
2012-04-17 1:47:00,20643,Higher High
2012-04-17 6:47:00,20393,Lower Low
2012-04-18 5:28:00,20862,Higher High
2012-04-19 1:30:00,20784,Lower Low
2012-04-20 6:39:00,21076,Higher High
2012-04-23 7:59:00,20627,Lower Low
2012-04-24 2:06:00,20772,Higher High
2012-04-24 3:36:00,20534,Lower Low
2012-04-25 1:34:00,20752,Higher High
2012-04-26 5:33:00,20675,Higher Low
2012-04-27 2:05:00,20930,Higher High
2012-04-27 7:17:00,20649,Lower Low
2012-05-02 7:06:00,21385,Higher High
2012-05-03 1:40:00,21154,Lower Low
2012-05-03 7:31:00,21257,Higher High
2012-05-07 7:18:00,20478,Lower Low
2012-05-08 1:30:00,20646,Higher High
2012-05-09 3:21:00,20258,Lower Low
2012-05-10 3:32:00,20096,Lower High
2012-05-11 6:17:00,19901,Lower Low
2012-05-14 5:32:00,20045,Higher High
2012-05-15 1:32:00,19640,Lower Low
2012-05-15 7:49:00,19923,Higher High
2012-05-16 7:43:00,19181,Lower Low
2012-05-17 5:10:00,19452,Higher High
2012-05-18 5:34:00,18622,Lower Low
2012-05-22 5:51:00,19183,Higher High
2012-05-23 5:30:00,18661,Lower Low
2012-05-23 7:42:00,18846,Higher High
2012-05-24 2:30:00,18655,Lower Low
2012-05-24 6:56:00,18836,Higher High
2012-05-25 3:02:00,18577,Lower Low
2012-05-25 7:26:00,18778,Higher High
2012-05-28 5:33:00,18850,Higher Low
2012-05-29 7:59:00,19058,Higher High
2012-05-31 1:33:00,18378,Lower Low
2012-05-31 7:20:00,18658,Higher High
2012-06-01 1:32:00,18488,Lower Low
2012-06-01 3:16:00,18726,Higher High
2012-06-04 2:03:00,18056,Lower Low
2012-06-07 2:20:00,18846,Higher High
2012-06-07 7:09:00,18624,Lower Low
2012-06-08 1:30:00,18726,Higher High
2012-06-08 7:56:00,18461,Lower Low
2012-06-11 6:06:00,18965,Higher High
2012-06-12 1:31:00,18708,Lower Low
2012-06-12 7:35:00,18926,Higher High
2012-06-13 2:16:00,18813,Lower Low
2012-06-13 7:58:00,19026,Higher High
2012-06-14 7:58:00,18796,Lower Low
2012-06-18 3:22:00,19571,Higher High
2012-06-19 2:12:00,19320,Lower Low
2012-06-20 5:20:00,19579,Higher High
2012-06-26 1:31:00,18862,Lower Low
2012-06-26 6:12:00,18998,Higher High
2012-06-27 1:33:00,18942,Lower Low
2012-06-28 1:31:00,19300,Higher High
2012-06-29 1:33:00,18991,Lower Low
2012-07-04 1:32:00,19835,Higher High
2012-07-05 2:52:00,19589,Lower Low
2012-07-05 6:41:00,19869,Higher High
2012-07-06 5:16:00,19691,Lower Low
2012-07-06 6:32:00,19839,Higher High
2012-07-09 7:59:00,19425,Lower Low
2012-07-10 2:00:00,19516,Higher High
2012-07-11 1:31:00,19234,Lower Low
2012-07-11 7:42:00,19441,Higher High
2012-07-12 7:32:00,18998,Lower Low
2012-07-13 2:02:00,19160,Higher High
2012-07-13 2:56:00,19033,Lower Low
2012-07-16 1:30:00,19232,Higher High
2012-07-16 6:50:00,19062,Lower Low
2012-07-17 1:30:00,19360,Higher High
2012-07-18 5:42:00,19135,Lower Low
2012-07-19 2:43:00,19600,Higher High
2012-07-23 7:41:00,18986,Lower Low
2012-07-24 7:52:00,18868,Lower High
2012-07-26 1:35:00,18793,Lower Low
2012-07-30 3:50:00,19594,Higher High
2012-07-31 1:35:00,19619,Higher Low
2012-07-31 5:33:00,19840,Higher High
2012-08-01 1:30:00,19653,Lower Low
2012-08-01 5:38:00,19899,Higher High
2012-08-03 2:19:00,19454,Lower Low
2012-08-06 2:01:00,20091,Higher High
2012-08-07 1:34:00,19984,Higher Low
2012-08-08 1:32:00,20179,Higher High
2012-08-08 6:57:00,19966,Lower Low
2012-08-09 1:36:00,20166,Higher High
2012-08-10 7:31:00,20045,Lower Low
2012-08-13 2:17:00,20160,Higher High
2012-08-13 6:55:00,20038,Lower Low
2012-08-14 7:59:00,20300,Higher High
2012-08-15 5:03:00,20016,Lower Low
2012-08-17 6:59:00,20147,Higher High
2012-08-20 2:19:00,19911,Lower Low
2012-08-22 1:30:00,19967,Lower High
2012-08-22 7:19:00,19853,Lower Low
2012-08-23 7:59:00,20133,Higher High
2012-08-24 7:12:00,19840,Lower Low
2012-08-27 1:30:00,19927,Higher High
2012-08-28 1:46:00,19725,Lower Low
2012-08-29 1:31:00,19863,Higher High
2012-08-30 3:38:00,19509,Lower Low
2012-08-31 1:58:00,19554,Higher High
2012-09-03 1:31:00,19386,Lower Low
2012-09-03 7:15:00,19609,Higher High
2012-09-04 1:39:00,19553,Lower Low
2012-09-05 1:30:00,19300,Lower High
2012-09-06 3:25:00,19077,Lower Low
2012-09-10 1:39:00,19930,Higher High
2012-09-11 5:27:00,19659,Lower Low
2012-09-12 3:41:00,20012,Higher High
2012-09-12 6:51:00,20112,Higher Low
2012-09-13 6:17:00,20147,Higher High
2012-09-13 7:57:00,20010,Lower Low
2012-09-17 1:34:00,20749,Higher High
2012-09-17 3:26:00,20591,Lower Low
2012-09-18 2:02:00,20713,Higher High
2012-09-18 7:48:00,20568,Lower Low
2012-09-19 5:17:00,20896,Higher High
2012-09-20 7:59:00,20586,Lower Low
2012-09-21 5:08:00,20808,Higher High
2012-09-24 1:34:00,20503,Lower Low
2012-09-24 3:32:00,20780,Higher High
2012-09-26 1:32:00,20485,Lower Low
2012-09-26 7:07:00,20577,Higher High
2012-09-27 1:30:00,20489,Lower Low
2012-10-03 1:35:00,21006,Higher High
2012-10-03 7:11:00,20800,Lower Low
2012-10-05 7:49:00,21021,Higher High
2012-10-08 7:57:00,20808,Lower Low
2012-10-09 2:03:00,21093,Higher High
2012-10-11 1:33:00,20817,Lower Low
2012-10-12 1:37:00,21237,Higher High
2012-10-15 3:16:00,21077,Lower Low
2012-10-19 5:26:00,21592,Higher High
2012-10-22 1:31:00,21431,Lower Low
2012-10-22 7:59:00,21697,Higher High
2012-10-24 1:32:00,21533,Lower Low
2012-10-25 2:28:00,21840,Higher High
2012-10-25 3:21:00,21711,Lower Low
2012-10-26 1:30:00,21839,Higher High
2012-10-29 1:36:00,21397,Lower Low
2012-10-30 2:52:00,21575,Higher High
2012-10-30 6:20:00,21339,Lower Low
2012-10-31 7:59:00,21649,Higher High
2012-11-01 7:59:00,21818,Higher Low
2012-11-05 1:43:00,22141,Lower High
2012-11-05 2:42:00,21991,Lower Low
2012-11-06 1:45:00,22009,Higher High
2012-11-07 3:11:00,21811,Lower Low
2012-11-07 7:59:00,22096,Higher High
2012-11-09 7:31:00,21330,Lower Low
2012-11-13 1:30:00,21400,Lower High
2012-11-13 7:57:00,21182,Lower Low
2012-11-14 1:34:00,21245,Higher High
2012-11-15 7:54:00,21098,Lower Low
2012-11-16 3:40:00,21205,Higher High
2012-11-16 6:00:00,21105,Lower Low
2012-11-20 1:30:00,21471,Higher High
2012-11-20 7:56:00,21213,Lower Low
2012-11-22 7:53:00,21774,Higher High
2012-11-23 1:31:00,21723,Lower Low
2012-11-27 1:45:00,22003,Higher High
2012-11-29 1:52:00,21786,Higher Low
2012-11-29 5:07:00,21996,Higher High
2012-11-30 1:42:00,21919,Lower Low
2012-12-03 2:01:00,22162,Higher High
2012-12-05 1:33:00,21805,Lower Low
2012-12-06 1:49:00,22354,Higher High
2012-12-06 7:21:00,22215,Lower Low
2012-12-07 2:25:00,22371,Higher High
2012-12-07 7:59:00,22188,Lower Low
2012-12-10 1:54:00,22371,Higher High
2012-12-10 7:01:00,22236,Lower Low
2012-12-13 2:22:00,22563,Higher High
2012-12-13 7:46:00,22381,Lower Low
2012-12-14 5:28:00,22636,Higher High
2012-12-17 6:08:00,22454,Lower Low
2012-12-18 3:22:00,22588,Higher High
2012-12-18 7:30:00,22450,Lower Low
2012-12-19 6:17:00,22684,Higher High
2012-12-20 5:43:00,22484,Lower Low
2012-12-20 7:59:00,22658,Higher High
2012-12-21 1:32:00,22423,Lower Low
2012-12-24 2:00:00,22566,Higher High
2012-12-24 3:54:00,22518,Lower Low
2012-12-27 1:40:00,22719,Higher High
2012-12-27 7:39:00,22609,Lower Low
2012-12-28 1:40:00,22695,Higher High
2012-12-31 1:30:00,22567,Lower Low
2013-01-02 7:59:00,23317,Higher High
2013-01-03 1:42:00,23234,Lower Low
2013-01-03 7:59:00,23401,Higher High
2013-01-04 3:16:00,23172,Lower Low
2013-01-08 1:38:00,23263,Higher High
2013-01-08 7:41:00,23088,Lower Low
2013-01-09 5:42:00,23235,Higher High
2013-01-10 1:37:00,23166,Higher Low
2013-01-11 1:32:00,23487,Higher High
2013-01-14 5:20:00,23432,Higher Low
2013-01-15 1:49:00,23516,Higher High
2013-01-15 5:25:00,23306,Lower Low
2013-01-16 1:32:00,23377,Higher High
2013-01-16 5:30:00,23203,Lower Low
2013-01-17 1:33:00,23505,Higher High
2013-01-17 5:10:00,23223,Lower Low
2013-01-18 7:59:00,23607,Higher High
2013-01-21 1:33:00,23535,Lower Low
2013-01-21 3:57:00,23640,Higher High
2013-01-22 2:01:00,23499,Lower Low
2013-01-23 1:30:00,23711,Higher High
2013-01-23 5:12:00,23540,Lower Low
2013-01-24 2:49:00,23689,Higher High
2013-01-25 3:31:00,23481,Lower Low
2013-01-28 2:44:00,23736,Higher High
2013-01-29 1:54:00,23603,Lower Low
2013-01-30 1:51:00,23916,Higher High
2013-01-31 1:30:00,23731,Lower Low
2013-02-01 1:30:00,23745,Higher High
2013-02-01 1:44:00,23571,Lower Low
2013-02-04 1:38:00,23945,Higher High
2013-02-05 1:47:00,23365,Lower Low
2013-02-06 5:23:00,23355,Higher High
2013-02-08 1:30:00,23132,Lower Low
2013-02-14 1:35:00,23331,Higher High
2013-02-15 1:32:00,23284,Lower Low
2013-02-18 1:30:00,23475,Higher High
2013-02-19 7:59:00,23143,Lower Low
2013-02-20 7:59:00,23309,Higher High
2013-02-22 1:39:00,22675,Lower Low
2013-02-25 1:41:00,22876,Higher High
2013-02-26 7:58:00,22511,Lower Low
2013-02-28 7:53:00,23029,Higher High
2013-03-04 5:03:00,22466,Lower Low
2013-03-05 1:38:00,22661,Higher High
2013-03-06 5:18:00,22796,Higher Low
2013-03-07 3:05:00,22844,Higher High
2013-03-07 5:54:00,22656,Lower Low
2013-03-11 2:11:00,23246,Higher High
2013-03-11 7:40:00,23065,Lower Low
2013-03-12 2:19:00,23262,Higher High
2013-03-14 1:38:00,22306,Lower Low
2013-03-15 3:29:00,22800,Higher High
2013-03-18 6:34:00,21998,Lower Low
2013-03-19 2:11:00,22219,Higher High
2013-03-20 1:30:00,21976,Lower Low
2013-03-21 2:01:00,22404,Higher High
2013-03-21 7:06:00,22180,Lower Low
2013-03-22 1:38:00,22232,Higher High
2013-03-26 3:05:00,22089,Lower Low
2013-03-27 2:18:00,22529,Higher High
2013-03-28 5:12:00,22132,Lower Low
2013-04-03 1:30:00,22497,Higher High
2013-04-08 1:37:00,21612,Lower Low
2013-04-09 2:05:00,21979,Higher High
2013-04-10 5:55:00,21858.8,Lower Low
2013-04-11 1:36:00,22251.6,Higher High
