DateTime,Open,High,Low,Close,HL
2006-10-24 02:16:00,18176,18176,18157,18161,Day High
2006-10-25 02:41:00,18106,18110,18106,18110,Day Low
2006-10-25 07:48:00,18168,18175,18158,18158,Day High
2006-10-26 02:00:00,18167,18273,18167,18265,Day Low
2006-10-26 06:50:00,18364,18383,18364,18379,Day High
2006-10-27 03:43:00,18466,18466,18456,18456,Day High
2006-10-27 07:44:00,18253,18255,18234,18239,Day Low
2006-10-27 07:45:00,18241,18252,18234,18239,Day Low
2006-10-27 07:49:00,18250,18256,18234,18239,Day Low
2006-10-27 07:50:00,18241,18255,18234,18245,Day Low
2006-10-27 07:51:00,18250,18250,18234,18237,Day Low
2006-10-31 02:04:00,18170,18171,18153,18160,Day Low
2006-10-31 02:06:00,18155,18165,18153,18165,Day Low
2006-10-31 07:59:00,18311,18350,18311,18350,Day High
2006-11-01 02:00:00,18339,18400,18339,18391,Day Low
2006-11-01 07:03:00,18491,18495,18488,18489,Day High
2006-11-02 02:14:00,18420,18422,18396,18396,Day Low
2006-11-02 02:15:00,18399,18406,18396,18403,Day Low
2006-11-02 07:57:00,18692,18726,18692,18714,Day High
2006-11-02 07:58:00,18709,18726,18709,18721,Day High
2006-11-03 02:38:00,18771,18772,18760,18760,Day High
2006-11-03 04:12:00,18644,18653,18644,18653,Day Low
2006-11-06 02:00:00,18698,18715,18685,18699,Day Low
2006-11-06 07:59:00,18933,18942,18927,18930,Day High
2006-11-07 07:07:00,19148,19156,19148,19153,Day High
2006-11-07 07:43:00,18862,18868,18850,18862,Day Low
2006-11-08 02:00:00,19037,19037,18924,18926,Day High
2006-11-08 07:45:00,18752,18759,18746,18756,Day Low
2006-11-09 02:00:00,18814,18890,18814,18866,Day Low
2006-11-09 02:37:00,18984,18993,18978,18993,Day High
2006-11-09 03:17:00,18986,18993,18986,18991,Day High
2006-11-09 03:18:00,18993,18993,18986,18986,Day High
2006-11-10 03:02:00,18971,18977,18970,18970,Day High
2006-11-10 07:38:00,18866,18866,18860,18860,Day Low
2006-11-10 07:42:00,18862,18874,18860,18873,Day Low
2006-11-13 02:06:00,18718,18726,18715,18722,Day Low
2006-11-13 07:25:00,18883,18905,18883,18901,Day High
2006-11-14 02:11:00,18986,18993,18980,18980,Day High
2006-11-14 07:12:00,18763,18764,18759,18762,Day Low
2006-11-15 02:00:00,18854,18946,18854,18946,Day Low
2006-11-15 07:06:00,19108,19109,19096,19109,Day High
2006-11-16 02:13:00,19228,19238,19228,19236,Day High
2006-11-16 02:57:00,19052,19059,19044,19059,Day Low
2006-11-17 02:00:00,19135,19135,19094,19126,Day Low
2006-11-17 02:50:00,19210,19219,19205,19208,Day High
2006-11-20 02:00:00,19170,19170,19039,19064,Day High
2006-11-20 07:29:00,18937,18937,18929,18931,Day Low
2006-11-21 03:31:00,19060,19063,19054,19054,Day High
2006-11-21 03:32:00,19059,19063,19052,19052,Day High
2006-11-21 03:33:00,19054,19063,19054,19063,Day High
2006-11-21 03:34:00,19061,19063,19055,19055,Day High
2006-11-21 06:45:00,19057,19063,19057,19058,Day High
2006-11-21 07:11:00,18966,18968,18957,18968,Day Low
2006-11-22 02:00:00,19056,19104,19056,19087,Day Low
2006-11-22 07:59:00,19244,19260,19244,19252,Day High
2006-11-23 06:45:00,19393,19405,19393,19405,Day High
2006-11-23 06:46:00,19403,19405,19395,19396,Day High
2006-11-23 07:46:00,19247,19254,19244,19248,Day Low
2006-11-24 02:04:00,19204,19206,19198,19204,Day Low
2006-11-24 06:52:00,19309,19315,19308,19312,Day High
2006-11-24 06:54:00,19310,19315,19310,19315,Day High
2006-11-27 02:10:00,19322,19328,19322,19327,Day High
2006-11-27 03:46:00,19128,19129,19123,19129,Day Low
2006-11-28 02:00:00,19100,19100,18979,18986,Day High
2006-11-28 07:56:00,18625,18634,18619,18634,Day Low
2006-11-29 02:00:00,18665,18738,18665,18731,Day Low
2006-11-29 06:39:00,18836,18844,18836,18844,Day High
2006-11-30 02:00:00,18884,18958,18884,18947,Day Low
2006-11-30 02:46:00,19030,19034,19026,19026,Day High
2006-12-01 02:32:00,18941,18948,18937,18941,Day High
2006-12-01 07:57:00,18660,18671,18644,18653,Day Low
2006-12-04 02:15:00,18593,18596,18587,18596,Day Low
2006-12-04 06:57:00,18768,18768,18759,18759,Day High
2006-12-05 02:00:00,18789,18868,18789,18867,Day Low
2006-12-05 07:59:00,18936,18956,18929,18956,Day High
2006-12-06 02:27:00,19118,19126,19118,19122,Day High
2006-12-06 03:45:00,18946,18946,18933,18935,Day Low
2006-12-07 03:56:00,19020,19042,19020,19039,Day High
2006-12-07 03:57:00,19042,19042,19039,19039,Day High
2006-12-07 07:35:00,18786,18794,18778,18782,Day Low
2006-12-08 03:21:00,18793,18799,18793,18799,Day High
2006-12-08 07:20:00,18676,18676,18663,18669,Day Low
2006-12-11 02:00:00,18768,18867,18767,18867,Day Low
2006-12-11 06:56:00,18960,18967,18960,18965,Day High
2006-12-12 02:00:00,19000,19019,18992,19007,Day High
2006-12-12 04:29:00,18832,18832,18819,18822,Day Low
2006-12-13 02:00:00,18856,18872,18850,18870,Day High
2006-12-13 04:29:00,18622,18630,18622,18628,Day Low
2006-12-14 02:37:00,18780,18785,18775,18785,Day Low
2006-12-14 06:53:00,18943,18957,18943,18955,Day High
2006-12-14 06:54:00,18956,18957,18947,18952,Day High
2006-12-15 06:39:00,19127,19131,19100,19100,Day High
2006-12-15 07:29:00,19025,19025,19013,19022,Day Low
2006-12-18 02:19:00,19052,19057,19047,19047,Day Low
2006-12-18 07:02:00,19205,19217,19205,19212,Day High
2006-12-19 02:00:00,19200,19200,19156,19166,Day High
2006-12-19 06:31:00,18919,18919,18905,18910,Day Low
2006-12-20 02:00:00,19056,19122,19043,19114,Day Low
2006-12-20 07:47:00,19272,19276,19262,19262,Day High
2006-12-21 02:06:00,19275,19275,19261,19264,Day High
2006-12-21 02:32:00,19165,19174,19158,19172,Day Low
2006-12-22 02:11:00,19199,19204,19197,19204,Day Low
2006-12-22 07:59:00,19312,19331,19311,19326,Day High
2006-12-27 02:13:00,19516,19516,19502,19513,Day Low
2006-12-27 07:59:00,19711,19745,19711,19720,Day High
2006-12-28 02:02:00,19694,19710,19686,19710,Day Low
2006-12-28 07:58:00,20042,20044,20010,20010,Day High
2006-12-29 02:00:00,20018,20040,20002,20019,Day High
2006-12-29 07:14:00,19887,19895,19885,19895,Day Low
